region,analytical_ride_type,use_case,db,bookings,pmm,rides,elasticity
BTV,standard_saver,non-airport,d2,3761.350268,-2238.200964,639,0
BTV,standard_saver,non-airport,d3,4445.636867,-2613.917135,570,0
BTV,standard_saver,non-airport,d4,4784.653922,-1318.875026,367,0
BTV,standard_saver,non-airport,d5,3591.38343,-2279.04608,216,0
BUF,standard_saver,airport_drop_off,d1,5172.134975,490.173639,285,-4.432906022
BUF,standard_saver,airport_drop_off,d2,5523.331946,561.640105,225,-4.432906022
BUF,standard_saver,airport_drop_off,d3,3160.71262,402.290714,109,-4.432906022
BUF,standard_saver,airport_drop_off,d4,1905.899847,268.93862,59,-4.432906022
BUF,standard_saver,airport_drop_off,d5,2480.154745,255.461204,46,-4.432906022
BUF,standard_saver,non-airport,d1,200863.9409,7510.513129,18317,0
BUF,standard_saver,non-airport,d2,204469.0388,-3734.048095,15728,0
BUF,standard_saver,non-airport,d3,186140.0172,-5989.43734,11575,0
BUF,standard_saver,non-airport,d4,153986.9571,-10490.71192,7839,0
BUF,standard_saver,non-airport,d5,163141.1953,-26320.73461,5840,0
BWG,standard_saver,airport_drop_off,d5,747.06021,1.335221,7,0
BWG,standard_saver,non-airport,d1,7666.5959,-768.009958,1184,0
BWG,standard_saver,non-airport,d2,12101.38231,366.59316,1362,0
BWG,standard_saver,non-airport,d3,12008.66597,1420.020477,992,0
BWG,standard_saver,non-airport,d4,10733.55398,1357.113343,678,0
BWG,standard_saver,non-airport,d5,10874.91873,903.348674,337,0
BWI,standard_saver,airport_drop_off,d1,56788.47371,12126.6751,2545,-2.803180417
BWI,standard_saver,airport_drop_off,d2,49483.72389,15384.67855,1482,-2.803180417
BWI,standard_saver,airport_drop_off,d3,37627.03122,9073.953606,1115,-2.803180417
BWI,standard_saver,airport_drop_off,d4,25839.73901,8364.790741,572,-2.803180417
BWI,standard_saver,airport_drop_off,d5,25038.58839,6174.842432,393,-2.803180417
BWI,standard_saver,airport_pick_up,d1,15.812446,-8.087707,1,0
BWI,standard_saver,non-airport,d1,1747770.503,331536.5533,164125,0
BWI,standard_saver,non-airport,d2,2318881.968,376088.6607,171799,0
BWI,standard_saver,non-airport,d3,2058257.514,278951.4086,121410,0
BWI,standard_saver,non-airport,d4,1896311.283,198958.9973,90189,0
BWI,standard_saver,non-airport,d5,1859619.023,143002.9291,59178,0
CAE,standard_saver,airport_drop_off,d1,1293.528069,-162.535419,119,-5.753188458
CAE,standard_saver,airport_drop_off,d2,1274.442914,20.942978,98,-5.753188458
CAE,standard_saver,airport_drop_off,d3,1719.788579,443.969507,72,-5.753188458
CAE,standard_saver,airport_drop_off,d4,2065.071583,539.418022,62,-5.753188458
CAE,standard_saver,airport_drop_off,d5,3517.851582,834.030656,50,-5.753188458
CAE,standard_saver,non-airport,d1,157925.3138,1980.217535,22881,0
CAE,standard_saver,non-airport,d2,158657.5519,22741.99273,16145,0
CAE,standard_saver,non-airport,d3,171070.5123,36920.53648,13103,0
CAE,standard_saver,non-airport,d4,156399.1798,39444.09639,8632,0
CAE,standard_saver,non-airport,d5,206058.9045,40627.57551,8285,0
CCD,standard_saver,non-airport,d1,11002.49241,1230.921134,1089,0
CCD,standard_saver,non-airport,d2,14096.33579,1553.805419,1211,0
CCD,standard_saver,non-airport,d3,9458.150911,1485.848557,601,0
CCD,standard_saver,non-airport,d4,8865.726173,1681.156154,412,0
CCD,standard_saver,non-airport,d5,12402.70129,2825.895671,294,0
CEF,standard_saver,airport_drop_off,d1,23.998923,-1.810362,1,-4.370199094
CEF,standard_saver,airport_drop_off,d2,468.405909,97.83119,13,-4.370199094
CEF,standard_saver,airport_drop_off,d3,755.799576,173.836158,19,-4.370199094
CEF,standard_saver,airport_drop_off,d4,478.727333,172.302792,9,-4.370199094
CEF,standard_saver,airport_drop_off,d5,1081.945197,194.00466,8,-4.370199094
CEF,standard_saver,non-airport,d1,138848.8792,17371.82151,16260,0
CEF,standard_saver,non-airport,d2,155769.6183,-387.477957,16324,0
CEF,standard_saver,non-airport,d3,167653.6478,5873.971223,13598,0
CEF,standard_saver,non-airport,d4,153573.3526,-4402.32731,10356,0
CEF,standard_saver,non-airport,d5,139130.1899,3374.027114,5848,0
CHA,standard_saver,airport_drop_off,d1,539.917743,55.4123,51,-4.655554704
CHA,standard_saver,airport_drop_off,d2,1007.40448,44.686529,75,-4.655554704
CHA,standard_saver,airport_drop_off,d3,293.413675,-13.201937,19,-4.655554704
CHA,standard_saver,airport_drop_off,d4,115.284574,11.537162,6,-4.655554704
CHA,standard_saver,airport_drop_off,d5,339.457854,32.96437,11,-4.655554704
CHA,standard_saver,non-airport,d1,23535.70136,680.770996,3413,0
CHA,standard_saver,non-airport,d2,41186.5374,1763.352153,4685,0
CHA,standard_saver,non-airport,d3,42675.41254,3745.60296,3686,0
CHA,standard_saver,non-airport,d4,42311.4807,4460.820265,2773,0
CHA,standard_saver,non-airport,d5,39098.88735,4226.045811,1638,0
CHI,standard_saver,airport_drop_off,d1,146150.4208,34079.10892,4940,-6.464647778
CHI,standard_saver,airport_drop_off,d2,146125.9837,37590.18133,3766,-6.464647778
CHI,standard_saver,airport_drop_off,d3,104966.9674,27921.34119,2346,-6.464647778
CHI,standard_saver,airport_drop_off,d4,112946.1302,31318.41032,2170,-6.464647778
CHI,standard_saver,airport_drop_off,d5,95099.5912,26861.71356,1522,-6.464647778
CHI,standard_saver,non-airport,d1,1256194.856,178724.9603,137659,0
CHI,standard_saver,non-airport,d2,1643384.727,259427.3303,137783,0
CHI,standard_saver,non-airport,d3,1496914.32,248505.1979,96489,0
CHI,standard_saver,non-airport,d4,1478472.785,226403.0923,72204,0
CHI,standard_saver,non-airport,d5,1628465.888,283532.285,46118,0
CHO,standard_saver,airport_drop_off,d5,352.699088,53.795435,2,0
CHO,standard_saver,non-airport,d1,15994.90541,-786.30251,2596,0
CHO,standard_saver,non-airport,d2,17618.60264,-2074.286023,2610,0
CHO,standard_saver,non-airport,d3,23027.41793,376.610219,2529,0
CHO,standard_saver,non-airport,d4,26327.7612,513.558148,2396,0
CHO,standard_saver,non-airport,d5,31943.0501,-3473.572536,1864,0
CHS,standard_saver,airport_drop_off,d1,7810.773448,1507.981229,385,-6.359155221
CHS,standard_saver,airport_drop_off,d2,9930.298176,2115.507788,332,-6.359155221
CHS,standard_saver,airport_drop_off,d3,8612.267245,2166.99949,262,-6.359155221
CHS,standard_saver,airport_drop_off,d4,5021.412429,1294.192064,139,-6.359155221
CHS,standard_saver,airport_drop_off,d5,2253.975683,514.426689,46,-6.359155221
CHS,standard_saver,non-airport,d1,69753.38134,-9972.742149,8439,0
CHS,standard_saver,non-airport,d2,124067.4598,-11607.69453,12640,0
CHS,standard_saver,non-airport,d3,133161.262,7422.982226,9542,0
CHS,standard_saver,non-airport,d4,117531.9944,11635.0557,6317,0
CHS,standard_saver,non-airport,d5,131273.6265,10883.5762,4856,0
CIC,standard_saver,airport_drop_off,d5,322.682976,68.049172,2,0
CIC,standard_saver,non-airport,d1,1484.038608,-593.205198,241,0
CIC,standard_saver,non-airport,d2,1733.458066,-102.721721,169,0
CIC,standard_saver,non-airport,d3,2393.958612,-81.264178,205,0
CIC,standard_saver,non-airport,d4,2082.509748,12.280491,152,0
CIC,standard_saver,non-airport,d5,2527.140048,-384.772466,121,0
CID,standard_saver,airport_drop_off,d1,91.509763,-67.731132,15,0
CID,standard_saver,airport_drop_off,d2,117.922385,-88.291199,17,0
CID,standard_saver,airport_drop_off,d3,116.170241,-58.10775,12,0
CID,standard_saver,airport_drop_off,d4,206.886482,-94.279198,15,0
CID,standard_saver,airport_drop_off,d5,247.062145,-163.92934,4,0
CID,standard_saver,airport_pick_up,d2,26.926466,-2.170683,1,0
CID,standard_saver,non-airport,d1,14318.70961,1214.401581,2049,0
CID,standard_saver,non-airport,d2,19513.48011,-1474.969651,2645,0
CID,standard_saver,non-airport,d3,20734.88078,577.13981,2051,0
CID,standard_saver,non-airport,d4,21769.01873,1330.42818,1699,0
CID,standard_saver,non-airport,d5,22723.50912,-106.779441,1302,0
CIL,standard_saver,airport_drop_off,d3,76.954988,2.33402,2,0
CIL,standard_saver,airport_drop_off,d4,67.784988,-9.014136,2,0
CIL,standard_saver,airport_drop_off,d5,42.837494,0.09194,1,0
CIL,standard_saver,non-airport,d1,86.48494,-43.423802,10,0
CIL,standard_saver,non-airport,d2,282.459832,-70.339825,28,0
CIL,standard_saver,non-airport,d3,487.14515,-37.591617,24,0
CIL,standard_saver,non-airport,d4,669.622926,-285.826517,27,0
CIL,standard_saver,non-airport,d5,1100.885174,61.722003,20,0
CKV,standard_saver,airport_drop_off,d2,88.931258,35.704998,1,0
CKV,standard_saver,airport_drop_off,d3,241.443815,40.679252,5,0
CKV,standard_saver,airport_drop_off,d5,1081.113745,-81.734704,18,0
CKV,standard_saver,non-airport,d1,8327.530081,-598.628798,1289,0
CKV,standard_saver,non-airport,d2,11519.40045,-2105.091332,1535,0
CKV,standard_saver,non-airport,d3,14635.87086,721.724312,1302,0
CKV,standard_saver,non-airport,d4,15967.79776,1625.400985,1114,0
CKV,standard_saver,non-airport,d5,19545.13226,1456.809529,774,0
CLE,standard_saver,airport_drop_off,d1,6416.871206,-35.194219,386,-4.575515552
CLE,standard_saver,airport_drop_off,d2,11897.31128,586.487243,506,-4.575515552
CLE,standard_saver,airport_drop_off,d3,10956.26042,858.985821,362,-4.575515552
CLE,standard_saver,airport_drop_off,d4,3884.517965,752.633965,94,-4.575515552
CLE,standard_saver,airport_drop_off,d5,3886.21898,663.564754,65,-4.575515552
CLE,standard_saver,non-airport,d1,483490.1557,800.249556,54720,0
CLE,standard_saver,non-airport,d2,521460.8432,-39624.80371,49264,0
CLE,standard_saver,non-airport,d3,495783.5237,-23310.10144,36536,0
CLE,standard_saver,non-airport,d4,424942.1642,-10481.55744,24401,0
CLE,standard_saver,non-airport,d5,357178.7277,-20053.78039,13429,0
CLL,standard_saver,airport_drop_off,d5,276.00239,64.85248,2,0
CLL,standard_saver,non-airport,d1,7643.132755,138.287984,923,0
CLL,standard_saver,non-airport,d2,9888.522342,-2079.807346,1316,0
CLL,standard_saver,non-airport,d3,10303.81972,322.986663,937,0
CLL,standard_saver,non-airport,d4,8847.581751,429.12122,629,0
CLL,standard_saver,non-airport,d5,12791.17752,-792.723579,500,0
CLT,standard_saver,airport_drop_off,d1,31553.96315,2244.882816,2303,-3.154836227
CLT,standard_saver,airport_drop_off,d2,32756.90685,4361.402372,1833,-3.154836227
CLT,standard_saver,airport_drop_off,d3,34477.74728,7750.167784,1489,-3.154836227
CLT,standard_saver,airport_drop_off,d4,28990.44171,6792.71522,1020,-3.154836227
CLT,standard_saver,airport_drop_off,d5,18760.76866,4743.019618,501,-3.154836227
CLT,standard_saver,non-airport,d1,604936.9758,1003.762675,85781,0
CLT,standard_saver,non-airport,d2,790754.8857,-53506.42939,92414,0
CLT,standard_saver,non-airport,d3,926464.213,-54331.99943,81216,0
CLT,standard_saver,non-airport,d4,1078471.08,-75592.72944,72812,0
CLT,standard_saver,non-airport,d5,935959.8319,-65626.23001,41900,0
CMH,standard_saver,airport_drop_off,d1,6938.380573,1384.230806,371,-7.023860922
CMH,standard_saver,airport_drop_off,d2,7786.855961,1598.996482,352,-7.023860922
CMH,standard_saver,airport_drop_off,d3,8357.360409,1943.729139,326,-7.023860922
CMH,standard_saver,airport_drop_off,d4,5215.339059,1342.173775,168,-7.023860922
CMH,standard_saver,airport_drop_off,d5,4051.734103,1068.26334,94,-7.023860922
CMH,standard_saver,non-airport,d1,303855.1546,71802.84404,39512,0
CMH,standard_saver,non-airport,d2,247689.3042,61377.55172,26693,0
CMH,standard_saver,non-airport,d3,192106.2403,43317.28971,17002,0
CMH,standard_saver,non-airport,d4,213098.9115,41010.27452,14337,0
CMH,standard_saver,non-airport,d5,326186.4088,39266.58661,14983,0
CMI,standard_saver,airport_drop_off,d5,198.779196,-62.912279,1,0
CMI,standard_saver,non-airport,d1,19993.56309,2227.774625,2488,0
CMI,standard_saver,non-airport,d2,22300.26117,-393.209489,2933,0
CMI,standard_saver,non-airport,d3,23891.76918,1304.223497,2512,0
CMI,standard_saver,non-airport,d4,21420.23206,2297.260213,1775,0
CMI,standard_saver,non-airport,d5,24099.07198,3164.876302,1267,0
COE,standard_saver,airport_drop_off,d2,120.006566,-19.718629,2,0
COE,standard_saver,airport_drop_off,d3,155.596566,2.513872,2,0
COE,standard_saver,airport_drop_off,d4,64.933283,-16.013016,1,0
COE,standard_saver,airport_drop_off,d5,204.926566,28.879908,2,0
COE,standard_saver,non-airport,d1,1419.563254,-524.621062,299,0
COE,standard_saver,non-airport,d2,2584.650373,-480.372508,384,0
COE,standard_saver,non-airport,d3,2329.748708,-359.933479,297,0
COE,standard_saver,non-airport,d4,4717.650124,-58.397959,371,0
COE,standard_saver,non-airport,d5,5300.276566,182.233198,175,0
COG,standard_saver,airport_drop_off,d2,28.69313,6.921131,2,0
COG,standard_saver,airport_drop_off,d3,54.558769,8.282907,4,0
COG,standard_saver,airport_drop_off,d4,62.001565,24.55825,1,0
COG,standard_saver,airport_drop_off,d5,574.207825,95.534428,5,0
COG,standard_saver,non-airport,d1,2895.2178,-216.545551,381,0
COG,standard_saver,non-airport,d2,4139.239914,79.128661,435,0
COG,standard_saver,non-airport,d3,5267.534859,325.801834,439,0
COG,standard_saver,non-airport,d4,6804.644955,741.387508,404,0
COG,standard_saver,non-airport,d5,7153.441639,655.279817,211,0
COS,standard_saver,airport_drop_off,d1,1575.44743,397.407604,106,-3.048330469
COS,standard_saver,airport_drop_off,d2,1903.17769,519.23842,97,-3.048330469
COS,standard_saver,airport_drop_off,d3,1707.575877,471.673449,73,-3.048330469
COS,standard_saver,airport_drop_off,d4,1628.524855,426.765788,62,-3.048330469
COS,standard_saver,airport_drop_off,d5,3496.652093,358.777106,49,-3.048330469
COS,standard_saver,non-airport,d1,83236.1392,11217.61386,8949,0
COS,standard_saver,non-airport,d2,94424.0579,3549.006604,9947,0
COS,standard_saver,non-airport,d3,101889.1008,4679.684211,8919,0
COS,standard_saver,non-airport,d4,115221.1232,12802.97546,7545,0
COS,standard_saver,non-airport,d5,143651.4201,8620.522289,6557,0
COU,standard_saver,airport_drop_off,d4,124.725016,9.228741,3,0
COU,standard_saver,airport_drop_off,d5,1647.096682,303.050994,13,0
COU,standard_saver,non-airport,d1,10972.09631,-3148.812036,2078,0
COU,standard_saver,non-airport,d2,14989.18763,-2387.753574,2049,0
COU,standard_saver,non-airport,d3,18092.68867,-462.018032,1891,0
COU,standard_saver,non-airport,d4,20505.11677,-112.512013,1655,0
COU,standard_saver,non-airport,d5,23979.67946,257.445071,1105,0
CRP,standard_saver,airport_drop_off,d1,30.887372,-5.110334,4,0
CRP,standard_saver,airport_drop_off,d2,65.462901,-23.0961,7,0
CRP,standard_saver,airport_drop_off,d3,206.591065,-46.820886,15,0
CRP,standard_saver,airport_drop_off,d4,142.996587,-32.772091,9,0
CRP,standard_saver,airport_drop_off,d5,87.365529,-46.804214,3,0
CRP,standard_saver,non-airport,d1,30318.18042,-2308.610942,5210,0
CRP,standard_saver,non-airport,d2,32702.61729,-6538.04134,5315,0
CRP,standard_saver,non-airport,d3,43131.86923,865.833618,4650,0
CRP,standard_saver,non-airport,d4,53890.28738,3641.567277,4224,0
CRP,standard_saver,non-airport,d5,70419.98402,5703.634301,3137,0
CRZ,standard_saver,airport_drop_off,d1,458.187163,45.510456,15,0
CRZ,standard_saver,airport_drop_off,d2,1811.644936,122.021372,46,0
CRZ,standard_saver,airport_drop_off,d3,2681.889925,281.059578,53,0
CRZ,standard_saver,airport_drop_off,d4,2427.470837,280.36026,42,0
CRZ,standard_saver,airport_drop_off,d5,5068.373537,609.115326,52,0
CRZ,standard_saver,non-airport,d1,10969.96253,-2903.135495,1650,0
CRZ,standard_saver,non-airport,d2,12622.46252,-4125.114511,1655,0
CRZ,standard_saver,non-airport,d3,17309.05593,-2348.062894,1507,0
CRZ,standard_saver,non-airport,d4,21656.33554,-4164.40481,1395,0
CRZ,standard_saver,non-airport,d5,51403.58683,-9878.377849,1400,0
CSG,standard_saver,airport_drop_off,d1,5108.86106,709.042956,251,-5.574132948
CSG,standard_saver,airport_drop_off,d2,6250.790595,935.761779,254,-5.574132948
CSG,standard_saver,airport_drop_off,d3,3670.690091,641.130861,108,-5.574132948
CSG,standard_saver,airport_drop_off,d4,5278.14583,758.886481,136,-5.574132948
CSG,standard_saver,airport_drop_off,d5,4601.651197,537.677212,88,-5.574132948
CSG,standard_saver,airport_pick_up,d1,12.762367,-4.969639,1,0
CSG,standard_saver,non-airport,d1,163454.5261,-8809.833111,17983,0
CSG,standard_saver,non-airport,d2,201924.8464,-13793.19399,18177,0
CSG,standard_saver,non-airport,d3,209565.748,-4576.059006,14200,0
CSG,standard_saver,non-airport,d4,229681.6787,-18888.54249,11999,0
CSG,standard_saver,non-airport,d5,281012.878,-45992.47293,9155,0
CVG,standard_saver,airport_drop_off,d1,7114.311826,634.134912,335,-3.148797512
CVG,standard_saver,airport_drop_off,d2,6949.640873,1052.039599,240,-3.148797512
CVG,standard_saver,airport_drop_off,d3,13137.57994,1162.443517,399,-3.148797512
CVG,standard_saver,airport_drop_off,d4,8403.629459,1320.552559,207,-3.148797512
CVG,standard_saver,airport_drop_off,d5,9376.171302,1522.563257,170,-3.148797512
CVG,standard_saver,non-airport,d1,289913.5959,-7444.262215,37834,0
CVG,standard_saver,non-airport,d2,352420.3891,-32118.93336,37896,0
CVG,standard_saver,non-airport,d3,416538.4931,-17648.56041,33835,0
CVG,standard_saver,non-airport,d4,461356.2434,-378.175417,28929,0
CVG,standard_saver,non-airport,d5,620825.1875,20511.61924,26450,0
CVL,standard_saver,non-airport,d1,1308.899444,-211.955881,192,0
CVL,standard_saver,non-airport,d2,2267.145239,-65.583352,249,0
CVL,standard_saver,non-airport,d3,1550.883045,38.910691,129,0
CVL,standard_saver,non-airport,d4,909.540352,83.19259,32,0
CVL,standard_saver,non-airport,d5,1694.12533,-83.937136,30,0
CVO,standard_saver,airport_drop_off,d3,311.19447,-10.259386,5,0
CVO,standard_saver,airport_drop_off,d4,144.917788,9.487564,2,0
CVO,standard_saver,airport_drop_off,d5,1192.461152,10.058863,8,0
CVO,standard_saver,non-airport,d1,1912.052261,-155.610057,332,0
CVO,standard_saver,non-airport,d2,1800.120968,-336.447569,318,0
CVO,standard_saver,non-airport,d3,2848.856609,-27.946435,375,0
CVO,standard_saver,non-airport,d4,2655.897141,221.420099,242,0
CVO,standard_saver,non-airport,d5,5354.260872,1061.295178,166,0
CYS,standard_saver,airport_drop_off,d2,128.120792,38.241573,4,0
CYS,standard_saver,airport_drop_off,d3,215.511188,60.028117,6,0
CYS,standard_saver,airport_drop_off,d4,274.181386,99.140702,7,0
CYS,standard_saver,airport_drop_off,d5,1201.587215,305.924675,4,0
CYS,standard_saver,non-airport,d1,1837.591965,-1243.45171,331,0
CYS,standard_saver,non-airport,d2,3920.925333,-1103.366281,524,0
CYS,standard_saver,non-airport,d3,4756.482127,-269.075826,465,0
CYS,standard_saver,non-airport,d4,5309.627932,470.492535,316,0
CYS,standard_saver,non-airport,d5,3486.779439,471.045692,115,0
DAB,standard_saver,airport_drop_off,d1,2466.150181,710.768924,229,-3.129777479
DAB,standard_saver,airport_drop_off,d2,2795.477036,708.235709,176,-3.129777479
DAB,standard_saver,airport_drop_off,d3,5942.953391,1530.509313,122,-3.129777479
DAB,standard_saver,airport_drop_off,d4,17245.32119,2058.402281,230,-3.129777479
